*********************************************
* Combray
* Date/Time: 21-Nov-2015 16:22:59
* Seed: 214265.7905
* Subject Number: 31
* Subject Name: EF
*********************************************

Block	Phase	Trial	RunningTime	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
1	1	75	456.50		4	4	4		4	1		1.00		2.43		5.000000e-01
1	1	76	461.29		1	1	1		2	0		1.00		1.79		1.500000e+00
1	1	77	467.07		2	1	1		1	1		1.00		2.41		5.000000e-01
1	1	78	471.85		4	3	3		3	1		1.00		1.57		5.000000e-01
1	1	79	476.64		2	1	1		2	0		1.00		1.25		1.500000e+00
1	1	80	482.42		4	3	3		4	0		1.00		1.41		5.000000e-01
1	1	81	487.20		1	2	2		2	1		1.00		2.42		5.500000e+00
1	1	82	496.99		2	1	1		1	1		1.00		2.32		5.000000e-01
1	1	83	501.77		3	3	3		3	1		1.00		2.29		2.500000e+00
1	1	84	508.56		4	4	4		4	1		1.00		2.49		5.000000e-01
1	1	85	513.34		3	4	4		4	1		1.00		1.53		1.500000e+00
1	1	86	519.12		3	4	4		3	0		1.00		1.08		5.000000e-01
1	1	87	523.91		3	4	4		4	1		1.00		2.22		2.500000e+00
1	1	88	530.69		3	3	3		3	1		1.00		2.19		1.500000e+00
1	1	89	536.47		4	3	3		3	1		1.00		2.38		1.500000e+00
1	1	90	542.26		2	2	2		2	1		1.00		1.58		1.500000e+00
1	1	91	548.04		4	4	4		4	1		1.00		1.30		1.500000e+00
1	1	92	553.83		4	4	4		3	0		1.00		1.00		4.500000e+00
1	1	93	562.61		4	3	3		3	1		1.00		2.44		1.500000e+00
1	1	94	568.39		1	1	1		1	1		1.00		2.36		5.500000e+00
1	1	95	578.18		4	4	4		4	1		1.00		2.21		4.500000e+00
1	1	96	586.96		1	2	2		1	0		1.00		1.42		5.000000e-01
1	1	97	591.75		2	2	2		2	1		1.00		2.16		2.500000e+00
1	1	98	598.53		2	2	2		2	1		1.00		1.44		5.000000e-01
